text,label
지스타에서 즐겨본  의 거짓   기대 넘어선 손맛과 속도감,IT
 한국 스타트업 글로벌 진출 열망 봤다 영국이 힘껏 도울 것 ,IT
      할당 취소에            관심 항공안전 위협 우려도,IT
     누가        대역을 가위질 했을까  김문기의 아이씨테크 ,IT
카뱅 이어 케뱅도 전산장애  인뱅 전체    투자 필요성,IT
 인터뷰  송경민        대표  위성에    더한 스페이스 데이터 시장 공략  스타링크와도 협업 논의 ,IT
    메타버스 크리에이터 키워  글로벌 미디어 콘텐츠 강국  도전,IT
   시장 한파에 삼성     월드컵 블프  더블 특수  총력전,IT
 택시 부를 때 승객이 호출료 제시  도입 어떻게    요금 상한 둔다 ,IT
대만대표로      참석한      창업자  시진핑과 짧은 대화 ,IT
   시야  게임 꺼  청소년 게임 막은  셧다운제  실시 그해 오늘 ,IT
    예술가 는 이미 현실  이제 창작자들이 연대해야,IT
 지스타      붕괴   최신작  붕괴 스타레일   턴제 전투 시스템 돋보이네,IT
 지스타      호요버스 기대 신작  젠레스 존 제로  해보니  이대로만 커다오 ,IT
방시혁 하이브 의장   게임사업 본격화할 것 ,IT
  이 분  직캠 어마어마하게 나오더니  난리 난 카카오엔터  무슨 일 ,IT
 지스타 에 등장한  갓 오브 워 라그나로크   지스타      현장에서 ,IT
 휴가 때 회사 전화받는거 너무 싫어   열받은 김대리  비장의 무기가 ,IT
방시혁  게임사업 본격화 엔터사업과 적극 융합 ,IT
어린이 연구자 학부모도 참여하는 이 언론의 독자위원회,IT
 잘 나가는 이 여성  삼성폰 에 진심이네  유명인도 푹 빠진  이것 ,IT
 지스타           소속사 하이브  게임 사업 본격화,IT
 지스타      게임에 손 뻗는 하이브 개발 퍼블리싱 두 마리 토끼 잡는다,IT
 지스타       침착맨 도 느낀 공포  칼리스토  맛있게 무섭다 ,IT
넷마블   파라곤  디 오버프라임  자낳대 결승전 진행,IT
방시혁  게임사업 본격화 엔터사업과 융합해 진화할 것 ,IT
     의 하이브  플린트 손잡고 게임사업 강화,IT
 지스타       삼성폰과 게임이 만났다   갤 폴드   원신폰  재탄생,IT
 주간  템   던파모바일  게임대상  이통사    주파수 흔들,IT
하이브    첫 퍼블리싱 게임  배틀리그 히어로즈  내년  분기 출시,IT
 어디서 봤지  낯익은 얼굴  시끌벅적  이 사람  정체 알고보니,IT
방시혁  하이브  게임까지 잘하는 종합 엔터 플랫폼으로 도약 ,IT
 여기는 지스타 하이브   품에 안긴  별되   방시혁 사업철학 통할까,IT
 지스타       삼성전자 부스에 펄어비스  검은사막     총출동,IT
침착맨  맛있게 무섭다   칼리스토 프로토콜  뜨거운 열기,IT
크래프톤 신작  칼리스토 프로토콜   맛있게 무서웠다,IT
 게임의 바다 로 풍덩  부산  지스타      열기 후끈,IT
 게임에 모든 엔터 함축       소속사  하이브  게임 사업 본격화,IT
 여기는 지스타      하이브  종합 엔터기업  게임  사업 본격화     별이되어라   퍼블리싱 계약,IT
광고 시장 위축 미디어업계 비관 전망 속   콘텐츠 투자는  청신호 ,IT
 지스타      넥슨표 루트슈터  퍼스트 디센던트  출격,IT
넷마블   지스타      주말 내내 이벤트 대거 진행,IT
하이브  별이되어라   퍼블리싱 맡는다 지분투자도 단행,IT
 지스타        별이되어라    명쾌하고 깊이 있는 액션 구현 ,IT
    소속사 하이브   별이되어라   퍼블리싱으로 게임 사업 본격화,IT
흥행  지스타       내일까지  역대 최다 인파  몰릴 듯,IT
 지스타   이날만을 기다렸다  부산에 전국 게이머  총출동 ,IT
 지스타       수능 끝  주말 시작  오늘이 진짜다 ,IT
트위터 대안으로 떠오른 마스토돈  일부는  회의적  왜 ,IT
     미디어 교육 필요  한목소리  리터러시 포럼  개최,IT
 지스타      대규모 전투 대결부터 코스프레까지 넷마블표  보는 재미 ,IT
 지스타       침착맨  이말년도 해봤다   칼리스토 프로토콜  빛도 무서워,IT
지스타       가장 많은 인파 몰린 토요일도 안심,IT
 지스타       가디스오더는 사랑과 낭만을 외칩니다 ,IT
 달콤한 사이언스  다둥이 엄마들 유독 기운 없어 보이는 이유는 ,IT
 지스타      모바일부터 콘솔까지   펄어비스  검은사막   삼성전자 부스 총출동,IT
 비트코인 샀다가 반토막  계속 사겠다  정신 못차린   대 베팅  성공할까,IT
엇갈린 실적에 우는 타겟과 웃는 월마트 왜 ,IT
     카타르 월드컵 코앞인데   트위터  먹통 우려  엔지니어 대거 퇴사,IT
 원전 최강국  한국 프랑스 기술동맹   개 분야 밀착  협력 ,IT
 우영우  자폐증 완치 가능해질까    연구진 새  단서  찾았다,IT
그녀석 예측 따르면    이란   유일   강 진출   데이터로 세상읽기 ,IT
 게임위드인   문 닫은 게임 되살려보자  넷마블  오버프라임 의 진심,IT
 지스타       하이프스쿼드   경쾌한 액션 배틀의 매력,IT
빅테크 기업 해고 사태  그래도 갈데는 많다    재규어랜드로버       대규모 구인나서,IT
 게이머 축제 는 일부일 뿐 지스타    게임산업 이정표  지스타     ,IT
우리나라 프랑스     억 투입     등 미래원자력기술 신규 협력,IT
노벨경제학상 폴 크루그먼   가상자산   탈중앙화    규제  모순 ,IT
지스타     시연작  글로벌 공략 초점   흥행 기대작은 ,IT
지스타 출전      게임사에 개발 통합 솔루션 지원 ,IT
한 프랑스  멜트다운  없는 원자력 신기술 손잡는다  용융염원자로      협력 합의 ,IT
월급 고스란히 갖다 바친다 중국인들 유별난  아이폰 사랑   조아라의 소프트차이나 ,IT
 피 한방울로 혈액검사    테라노스 사기극 엘리자베스 홈즈  징역   년 개월,IT
빌게이츠  아프리카 원조 금액   억 달러로 대폭 늘리는 이유,IT
아이폰   프로 인기 역주행  대기기간   일 ,IT
       로 사명 바꾼 앱애니  기업 인사이트 전한다,IT
진입장벽 낮춘 생존      디스테라   생존         이끈다,IT
 과학을읽다 인류의 화성행  말과 마차 부츠가 준비됐다,IT
통화긴축 경계속  피봇  기대 교차  나스닥 반등  테슬라  약세 지속    증시      ,IT
 지스타      넥슨 귀환에 첫날  만명 몰렸다 역시는 역시,IT
 지스타      게임사가 만드는  플랫폼       부스에 쏠린 관심  이유는 ,IT
 지스타       크래프톤  칼리스토 프로토콜  공개하자 인산인해,IT
 여자 스티브 잡스  엘리자베스 홈즈  징역   년형,IT
사우디가 손 잡은 비피도     급등  한재영의 바이오 핫앤드콜드 ,IT
팔에 난 상처  밴드 떼지 않고도 회복 상태 알려준다,IT
나는 얼마나 살까     에 숨은 비밀,IT
정부    망 투자  외면 이통사 철퇴,IT
 삼성반도체 공업용수로 하수처리수 공급 추진    일 협약식,IT
꼭  등이 최고  사내 메신저  슬랙 대신 두레이는 어떨까,IT
 아무     인류의 꿈  생각하는 기계  좌충우돌 발전한 인공지능,IT
 금융  택트  인터넷전문은행 정신 차립시다,IT
게임 데뷔한  나혼렙  지스타서도 이목집중   흥행 보증 글로벌 진출  토요웹툰 ,IT
카카오게임즈 야심작  가디스 오더   수동조작으로 손맛 극대화 ,IT
아르테미스 유인 달 착륙   아폴로 때와 다른 점은 ,IT
 수능 힘내 라는 수험생 노린 피싱 기승  예방법은,IT
 진짜    논란  파란만장     주파수 결국 초유의  할당 취소 ,IT
 지스타  김석환 위메이드 부사장  디파이 접근성 향상에 초점 ,IT
 수능 끝  수험생 잡아라  지원금 대란 또   윤기자의 폰폰폰 ,IT
오바마 대통령도 당했던  딥페이크  기세등등,IT
투자 수요          닭이 먼저인가  달걀이 먼저인가,IT
킥보드 자전거 이어 스쿠터까지  도로 위의 천덕꾸러기  문제없나,IT
이통 사          구축  못 지켰다 대역 주파수 반납,IT
 기나긴 여정  아이패드와  애플 수험생 응원 캠페인,IT
서브컬처에서 대세로 우뚝  지스타 중심에 선  미소녀게임 ,IT
 인터뷰  정문섭 부산정보산업진흥원장  지스타  부산 산업 원동력  경제 효과     억 넘어 ,IT
 체험기  대륙의 또 다른 실수  스마트워치 어메이즈핏         회 충전에   일 사용,IT
 주말 수학  단 한번의 기회가 수학자의 길로 인도,IT
 명의를 찾아서   자궁경부암 원인이라던      성행위 습관 바뀌며 목구멍서도 암 유발 ,IT
 잠깐과학      년 만에 모습 드러낸  투탕카멘의 무덤 ,IT
        대역 투자 약속 어겨  정부          할당 취소 초강수,IT
 우주를 과학의 대상으로만 봐선 곤란    이젠 우주의 법과 제도를 준비할 때 ,IT
  세기 서부시대처럼    달에 깃발 꽂으면 우리 땅이 될까 ,IT
가상화폐 규제 입법    사태로 급물살,IT
    직원들은 회삿돈 빼 집사고  경영진은  조 개인대출,IT
머스크 칼바람 분 트위터 직원에 사용자도  대탈출 ,IT
 불법 공유 뿌리 뽑는다  카카오엔터 웹툰 불법 유통 대응 성과 나온다,IT
 지스타       넷마블 기대작  나혼렙  액션 앞세워 장기 흥행 자신,IT
아르테미스  왜 사람 아닌 마네킹을 보냈을까 ,IT
 지스타       나혼자만레벨업 어라이즈 가 선보일 액션은   기본에 충실했죠 ,IT
우체국 스마트뱅킹 앱 장애  현재 복구 중 ,IT
테슬라   모델    만대 리콜 조치  조수석 에어백 결함 의심,IT
 모든 게임이 토크노믹스로 갈 것  지스타서 확인한 블록체인 흐름  현장  ,IT
신세경 이준기 나란히 등장  대형 기대작  드디어 선보인다  영상 ,IT
 돈 절실한 사람한테  억 걸었더니     만명 우르르  뜻밖의 반전,IT
    투자 약속 어겼다  정부             주파수 회수  사상 초유 ,IT
  멈출 수 없는 흐름      토큰 발행은 필수 아닌 선택 ,IT
 넘버스 평판조회  스펙터  쓰면 공정한 채용 가능할까,IT
    사태 후폭풍   최대        억 묶이고 국내 고팍스도  불똥 ,IT
    만   만원  웬일이냐   삼성  괴물폰  마지막 헐값 유혹,IT
 지스타      카카오게임즈 디스테라      역사 방점 찍겠다 ,IT
 지스타      생존형    디스테라   배그 로아 길 걸을 것 ,IT
브랜드엑스코퍼레이션 대표  주식   억원 우리사주조합 무상증여,IT
게임 캐릭터  현실로 소환  지스타 다운 코스프레 향연  지스타     ,IT
건보 지역가입자   명 중  명  이달부터 보험료     원 넘게 오른다,IT
지스타로 모인  원신  팬들 오픈런으로   분 만에 굿즈  매진 ,IT
 지스타       중국 게임 잘나가네  호요버스 부스  북적북적 ,IT
 이게 다 한국 사람 맞아   중국  이것 에 시끌벅적  난리났다,IT
 지스타      호요버스  존재감  등   구름관중 이유 있었네,IT
 가디스오더는 세상의 끝에서 사랑과 낭만을 외치는 게임 ,IT
초유의    주파수 할당취소 이통 사  당혹,IT
업비트  이번엔 원화 입출금  시간 먹통,IT
  상륙 임박한   바이오시밀러  특허 전쟁 앞두고  전운 ,IT
수능 팬데믹 끝나 물오른 지스타  그래도 안전이 최우선 ,IT
 이통사    망투자 외면  초유의 주파수 할당 취소,IT
 코로나 폐렴 증상 덜어주는 국산 흡입형 치료제 개발 길 열렸다 ,IT
 지스타   년만에 단독 부스 낸 삼성전자 게이밍 하드웨어 눈길,IT
 학교도 아닌데       명 전직원 겨울방학   한국 회사  실화냐,IT
 지스타         디스테라 는 친절한 생존게임 슈팅 카타르시스 느끼길 ,IT
 사업권 줬더니   폰 가입자 늘리기만 급급   통신 사에 철퇴,IT
국내 의약품 수출 실적  백신 업고 고공 행진,IT
   에도 최대    세액공제    콘텐츠 첨병  키운다,IT
포스코케미칼    합작사의 특이한 지분구조      대     이례적 사례,IT
넥슨   퍼디 로 루트슈터 도전  충분한 완성도로 사랑받겠다   지스타     ,IT
정부               대역 쓰지마     만   배 빠른    ,IT
 지스타       넥슨  드리프트  내년  월 서비스  북미 유럽 성공 ,IT
 개발자 모시기 경쟁 끝      기업 채용 열풍  주춤 ,IT
    퇴근길  삼성전자 대졸 초봉  얼마나 올랐나 ,IT
거래소 간 가격차이    배 육박하는 도니파이낸스 투자 주의보,IT
 한국판 스페이스   꿈꾸는 벤처  로켓 재사용 기술개발 속도낸다,IT
국내 첫 주파수 할당 취소   의미와 파장은,IT
 단독  위조상품  년새  배 폭증 신고포상금제 결국 손 본다,IT
초유 주파수 취소 단축에     송구        유감       협의 ,IT
 분기 유럽 스마트폰 시장  삼성 애플  울고  샤오미  웃고 ,IT
반도체 각광     년 대입 반도체학과 커트라인도  껑충 ,IT
애플  이달   일  아이패드  출격 첫  수능 캠페인  진행,IT
카카오게임즈  디스테라  배그 로스트아크에 버금갈 것 ,IT
 배그 로아의 길을 걷고 싶다  카겜 신작  디스테라  기대감 ,IT
천문학적  오일머니  네옴시티  모래신기루인가  스마트시티인가 ,IT
       이용기간 단축 할당 취소 결정에       유감          송구     돋보기 ,IT
 아 이뉴스  과기부      신규 사업자 적극 추진  칼리스토 프로토콜  인기,IT
 삼성 크게 놀랐다   애플  한국서 첫 깜짝 공개 영상 뭐길래,IT
    업계  반도체 인재 육성 직접 나선다,IT
사상 첫        주파수 할당  취소   매우 유감  일문일답 ,IT
 핵잼 사이언스  상한 음식 먹으면 토하는 이유는  이것  때문   연구진 ,IT
공기로 고기를  단백질 혁명 시작됐다,IT
 일문일답         기지국 미비  통신사가 투자비 아낀 결과,IT
 지스타       역시 맏형 답네 넥슨 부스 하루만에  만명 몰렸다,IT
오늘밤  트위터 중단  루머 확산  무슨 일이,IT
 지스타       장현국 위메이드 대표        기조연설 맡아,IT
 카드뉴스 카카오 무료 서비스 피해 보상 가능할까 ,IT
 사상 초유  할당 취소된     지하철      호선 와이파이 못 쓰나 ,IT
       데일리안 퇴근길뉴스  청담동 술자리  결국 거짓말 첼리스트  그 시간 그 술집에 있지도 않았다 등,Politics
한동훈의 반격 김의겸에  사과할 필요 없고 법적 책임 져라 ,Politics
 극한직업  주호영 원내대표   사안마다 대통령실 윤핵관  딴죽 ,Politics
한동훈  저질 음모론 부추긴 이재명 사과하라   김의겸  법적 책임져야 ,Politics
태세전환 황교익  청담동 가짜뉴스  사과해야 ,Politics
  당권경쟁 구도 짜기  친윤계 김기현 나경원 안철수 로키 연대 속 유승민 정중동,Politics
    진    월  일 입대  아미들  혼잡하니 훈련소 오지 마세요 ,Politics
 청담동 술자리 거짓말 에 김의겸  유감  한동훈  법적책임 묻겠다  종합 ,Politics
가세연  조국 딸 포르쉐 탄다 허위 사실 인식 없었어  혐의 부인,Politics
김의겸에 법적책임 묻겠단 한동훈  이제 책임질 시간 ,Politics
박지현  김의겸 대변인 사퇴해야 유감으로 끝날 일 아냐 ,Politics
   이재명은 거대한 검은 코끼리    끄집어내야  종합 ,Politics
청담동 술자리 제보자 거짓말 드러나자 김의겸  유감이다 ,Politics
소식통      영상 보면 최고 사형 경고 공개비판 모임 개최 ,Politics
 천치바보 서울 과녁   김여정의 말폭탄 정부  개탄 ,Politics
 술자리 의혹  접은 김의겸   대통령에 심심한 유감 ,Politics
 바이든 선글라스  끼고 전투기 전차 둘러본   수출 적극 지원할 것 ,Politics
한동훈   저질 음모론  올라탄 이재명 사과하라  김의겸은 법적 책임 ,Politics
 국방부를 방위산업부 라고 했던  대통령 방산  대 수출강국 선언,Politics
한동훈  김의겸 의원  저한테 사과하는 건 모양 빠져서 싫나   국민들께 사죄해야 ,Politics
권성동  악의적 음모론에 중독된    또 사고칠 것 ,Politics
 속보 한동훈  술자리 의혹 제기 김의겸에  사과 필요없고 법적 책임 묻겠다 ,Politics
사우디와  네옴시티 부산엑스포 맞교환설  일축한 박진 장관  둘 다 하는 게 최상 ,Politics
박지현   청담동 술자리 의혹  제기 김의겸  대변인 사퇴해라 ,Politics
유인태  유동규 중용한 사람 누구  사과해야  이재명에 일갈,Politics
박지현  김의겸 사퇴해야 극성 팬덤 자양분 삼은 혐오정치 ,Politics
한동훈  저질음모론 부추긴 이재명 등 사과하라 김의겸 법적 책임져야 ,Politics
 국조에 대검이 왜 들어가    하루종일 들썩인 국민의힘,Politics
 카타르 월드컵 은  대통령 지지율을 끌어올릴 수 있을까,Politics
이재명 거세지는  사법리스크  에 민주당  입장 표명해야  목소리도,Politics
  리포트   천치바보 정권 보고만 있나  반정부 투쟁 선동,Politics
      논란으로 소환된  년 전 이재명 인터뷰  이슈묍 ,Politics
한동훈  저질 음모론 부추긴 이재명 등은 사과해야 ,Politics
 김여정  막말  담화에 한덕수  최소한 예의도 지키지 않아  대단히 유감 ,Politics
조정훈  이태원 참사 국조 반대  세월호 시즌    될 것 ,Politics
윤 대통령  국정과제인 엑스포를 다른 것과 바꿔 먹는 게 말 되나 ,Politics
김의겸  그날로 되돌아간다 해도 다시 같은 질문할 것 ,Politics
 검찰 로비 받았나      대검은 빼자   국정조사 시작부터  삐걱   이슈  ,Politics
  김여정  서울이 과녁  위협  정부  도적이 매질  역공,Politics
 서울 과녁    윤엔 막말 비난 김여정   정부  도둑이 매 드는 격 ,Politics
주호영  대검 국조는 마약수사 한해서만 만족스럽진 않지만 합의 ,Politics
 영상  한동훈  파도 물러났고 김의겸  법적 책임지면 돼 ,Politics
   수출전략 첫 현장은 방산  게임체인저급 무기 개발하자 ,Politics
 돈줄  해킹  건들자  외교부 것들   급  낮춰 발끈한 김여정,Politics
   이재명 가족 계좌 추적 영장 망신주기 의도 뻔해 ,Politics
한동훈  술자리 거짓말  진술에  저질음모론 부추긴 이재명 사과를 ,Politics
김만배  천화동인  호 실소유주는 바로 나  발언 유효할까,Politics
꿈틀거리는 당권레이스   공부모임  새미래        다 모였다,Politics
한동훈  김의겸 사과할 필요 없다  이번엔 법적 책임 물을 것 ,Politics
 아니면 말고   김의겸  유감  표명에 국민의힘 징계 사퇴 요구,Politics
황교익   청담동 술자리 의혹  보도 매체  사실 왜곡은 아니야 ,Politics
 한동훈 청문회 헛발질 보라     이태원 국정조사  믿는 구석,Politics
정진상 구속적부심  기각      진실의 시간  이재명으로 직진 ,Politics
  난 이재명과 정치공동체다  정청래 지지자들  방탄 캠페인,Politics
 최측근  정진상  구속적부심 기각 이재명에 쏠리는   의 눈,Politics
   의총서 대검 국조 대상  마약수서  부서로 한정,Politics
 이태원 국조 계획서  본회의 통과 대검은 마약전담부서만,Politics
 한반도의 오늘   열일 하는 조선우표사 체제선전 위해 올해 우표 발행 급증,Politics
 청담동 술자리 의혹  제기 김의겸    등에 유감       사퇴하라 ,Politics
 김의겸이 또 김의겸했다  민주당 덮친  거짓말 리스크 ,Politics
전투기부터 전차까지 챙긴  대통령  다른 수출과 차원 달라 ,Politics
한동훈  이재명 박찬대 장경태 사과해야 김의겸은 법적 책임 물을 것 ,Politics
 여의도 번지  국정조사 특위 첫 회의부터 불발 대검 포함 여부 충돌,Politics
김의겸  아니면 말고 식 폭로  확인되자 정치권  문책해야  맹폭,Politics
 년전  언론징벌법  띄웠던        엄호 위해  방송법  띄웠다,Politics
 당권경쟁 불붙나       연대설 에 친윤모임도 곧 출범,Politics
김종민  이재명  방탄정당  되면 오히려   정권에 보조 맞추는 것 ,Politics
 사과냐  유감표명이냐  상황설명이냐  이재명 측 거세지는 압박에  고심 ,Politics
 여의도 사사건건  남북관계 악화일로에 장성철  민주당은 위장평화 세력  김성회     년 평화 소중함  이제부터 알게될 것 ,Politics
   이재명 압박  당당하면 수사 협조    대표직 결단하라  종합 ,Politics
    제 노조       편파보도  꼬집으며 이재명  인터뷰 커트  논란 재소환,Politics
    김일성 휘장  시신  주째 무시 통일부  오늘까지 ,Politics
   첫 방산수출전략회의 주재    첨단산업 견인 중추   정부가 적극 지원  종합 ,Politics
고양시  테슬라 아시아 호  기가팩토리  유치 추진,Politics
    청담동 술자리 의혹  김의겸에  거짓말 제조기 사퇴가 사죄 ,Politics
 자막뉴스     무슨 제안했길래   한국  콕  집은 일론 머스크,Politics
정진석  김의겸 향해    지도부는  지라시 생산자 로 전락 ,Politics
김여정  서울이 과녁      년전  서울 불바다 보다 수위 높아졌다,Politics
이재명 측근 정진상  구속적부심 기각,Politics
김여정  윤석열 천치바보  담화에 통일부  국가원수에 저급한 막말 ,Politics
김의겸   청담동 술자리 거짓  진술에  대통령께 심심한 유감 ,Politics
 해군 신형고속정   척    중공업 수주     억원 건조 계약,Politics
화물연대 파업에    정치투쟁일뿐 민주노총 본질은 종북 반미단체 ,Politics
민주  이재명 자택 현금 출처 의혹에  악의적 주장  반박,Politics
장갑차에 적은  세계 시장 석권    대통령  방산 수출 필수 ,Politics
조원진    김여정  사실상 윤석열 퇴진 촛불 지령 내린 셈 ,Politics
민주당 인사들  이재명  최측근 구속 관련 입장표명해야 ,Politics
윤상현  이재명  그만 내려와라 민주당도   떠나보낼 때 ,Politics
조원진    김여정  사실상 윤석열 퇴진 촛불 지령내린 셈 ,Politics
미 인태사령부 전략핵추진잠수함 위치 공개   대북 대중 경고 메시지,Politics
 나혼산  비판한 나경원   고딩엄빠  같은 프로그램은 저출산 극복에 도움 ,Politics
       탈바꿈은 민영화       방송법 개정  언론계 숙원 ,Politics
이태원 참사 국정조사  국민의힘  대검은 빼라 에 초장부터 난항,Politics
 이앤피   이변 속출 카타르 월드컵  한국 우루과이     또는     기대 ,Politics
   용산발 국정조사 비상  지도부 만난 이진복 비공개 의총,Politics
 정조대왕급  이지스구축함  번함 건조 사업  현대중공업 단독 입찰,Politics
 사실이라면  조건 단 김의겸  한동훈 빼놓고   사과  대신  유감 ,Politics
   서해 피격  서훈 소환    박지원 전 국정원장 조사도 초읽기,Politics
   석 병참기지였는데   리스크 에 민주  수난,Politics
 뉴스외전 포커스  최재성  대통령에 대한  천공 의 영향력을 의심할 수밖에 ,Politics
정진석    지도부  지라시 뉴스 생산자 전락 ,Politics
화물연대 총파업에    대국민 협박     정부가 서슬퍼런 말로 윽박 ,Politics
 이재명 태도에 불만   사과해야  민주당 원로 유인태  직격탄 ,Politics
  방산      년까지 세계시장    점유한다,Politics
   남북회담서 벤츠 탄  은 부끄러운 대통령인가   의전차량 지적 일축,Politics
자충수 된  청담동 술자리    그간 민주당 발언 보니,Politics
김여정 담화에 대통령실 대신 통일부 나선 이유  저급하고 예의 없어 ,Politics
       부국장      정상각도 로      시험발사할 가능성 높아 ,Politics
 더뉴스   술자리 의혹  김의겸  윤 대통령 등에 유감         사퇴해야 ,Politics
김도읍  국조  대검  포함에  번복 아냐   무관 확인되면 수정해야 ,Politics
청담동 술자리 없었다 국민의힘  김의겸은  거짓말 자판기  민주는  더불어거짓당  ,Politics
공영방송 지배구조    당론 필요        신속 결론 ,Politics
민노총 총파업 때린    물류 볼모잡은  안전운임제   화물차 사고와 운임비만 늘었다 ,Politics
홍준표 대구시장     묘지 참배 취소에도 오월단체  어디든 따라갈 것 ,Politics
한 총리  국조 증인 출석할 것 화물연대 운송거부  대단히 유감 ,Politics
 한동훈 청담동 술자리  허위 판명   김의겸  반성은 없었다,Politics
 속보   이재명 최측근  정진상 적부심 기각 구속 유지,Politics
통일부   막말 비난  김여정에  개탄스러워 도적이 매 드는 식 ,Politics
안철수  이재명  스스로 대표직 내려놓는 게 정치의 상식 ,Politics
방산수출전략회의 주재한  대통령  기술패권 경쟁 시대  게임체인저급 무기체계 개발해야 ,Politics
 이슈   김여정  대남 막말 비난 통일부  매우 개탄 ,Politics
당심 고삐 당기는 김기현 공부모임서  세  보이고     날 세우기,Politics
 자막뉴스  막말 비난 쏟아낸 김여정    남남갈등 조장까지,Politics
여야  과방위 소위서  방송법 개정  또다시 원점    당론 정해 다시 논의 종합 ,Politics
    억원 이상 안돼     문턱효과 우려  다주택 종부세 공제기준 이견,Politics
  방산      년까지 세계 점유율    목표 민관군 합동 전략회의,Politics
 적대적 언론관  주류와 거리 두는 안철수 당권 경쟁 시작되나,Politics
안철수  이재명은  검은코끼리  당대표직 내려놔야 ,Politics
원희룡  화물연대 집단운송거부 경제 회복 바라는 국민 열망 무시하는 것   뉴시스    ,Politics
   총파업은  정권퇴진  운동 대국민 폭거 ,Politics
    청담동 술자리  새빨간 거짓말로 김의겸  사퇴해야 ,Politics
   퇴진 집회  황운하      검찰개혁  제대로 못한 혹독한 대가 치르고 있어 ,Politics
   한동훈 청담동 술자리 의혹  첼리스트   거짓말했다  진술 경찰  허위 사실 유포 경위 수사,Politics
박진   사우디 네옴시티 부산엑스포 빅딜설 에  사실 아냐 ,Politics
  김여정 또 말폭탄     방관  속 추가 도발 임박했나,Politics
   카타르 월드컵 녹화중계     정국 개막식 공연은 빼먹어,Politics
가까스로 설득한 주호영     마약만 조사 로 합의  이태원 압사 참사 ,Politics
김여정  윤대통령 향해 막말 비난 통일부  매우 개탄 ,Politics
   한동훈 술자리 의혹 은 거짓말  정진석  녹음 폭로된 첼리스트  얼마나 괴로웠을까 ,Politics
한동훈은 빼놓고   사실이라면  조건 달고    김의겸의  이상한 유감 ,Politics
합의 하루만에  대검찰청 제외  요구하며 입장 바꾼 국민의힘 영상 ,Politics
 이앤피         정상회의 때 현대차 대신 벤츠 탔다는 현지언론 보도   ,Politics
청담동 술자리는 없었다   첼리스트  거짓말  진술,Politics
안철수  이재명은  검은 코끼리    한국 정치에서 끄집어내야 ,Politics
 당권주자  나경원  김기현 모임  새미래 서 강연 연대설  솔솔 ,Politics
첼리스트 전 남친  권익위에  술자리 물증  안 냈다 공익신고자 안 될 듯,Politics
      방산  드라이브  세계  대 방산 수출 강국 도약 범정부 수출지원 ,Politics
 술자리 의혹 제기  김의겸  그날로 되돌아간다 해도 같은 질문할 것 ,Politics
검찰  이재명 김혜경 계좌 등 추적중  김용 정진상 대장동 돈 관련 ,Politics
 투기 의혹  서경석 전북개발공사 사장 사직 전북 떠나 종합 보 ,Politics
이재명  사법리스크  점화       사태  약식회견 중단  민심은  데일리안 여론조사 영상 ,Politics
 국조 대상서 대통령실 빠졌다 에 이진복  뭐가 많이 빠졌냐 ,Politics
추가 제재론 나오니   김여정   서울   타격  막말,Politics
  핵잠수함  토마호크    발 탑재      근해서 작전 수행,Politics
엑스포 내주고  네옴  따냈다  박진    사우디 빅딜설에  사실 아니다 ,Politics
김의겸   술자리 제보자 거짓말 진술 에  윤 대통령에 심심한 유감 ,Politics
안철수  거대한 검은 코끼리  이재명   이젠 몰아내야 이대로 둘 수 없다 ,Politics
 이재명 자택서  억대 현금  들고 나왔다   민주  악의적 주장 ,Politics
정진석  민주당 지도부  지라시 뉴스  생산   사생활 까발려진 한 여인 울고 있다 ,Politics
 이재명 방탄당  이러다 제 의 조국사태 된다  커지는   위기감,Politics
 이태원 국조  시작부터 삐걱      대검은 빼자  회의 불참,Politics
 청담동 술자리 다 거짓말 남친 속이려한 것    첼리스트  경찰에 진술,Politics
유인태     멘토 조언에도  인간 자체가 싫다 며 이재명 안 만나 ,Politics
유인태  이재명 직격  유동규 중용한 사람 누군가      사과해야 ,Politics
 뉴스        이태원 참사 국조  첫날부터 삐걱     대검 빼달라     합의된 사항 ,Politics
정진석  김의겸 민주당에 사생활 까발려진 한 여인이 울고 있다 ,Politics
유상범  김의겸  청담동 술자리 의혹  유감표명 진정성 없는 말장난 ,Politics
군  김여정 담화에  동의할 사람 아무도 없을 것 ,Politics
 뉴스앤이슈    일간  이태원 국정조사     본격 조사는 예산안 처리 후 착수,Politics
  이태원 국조위원들  어제 합의  어떻게 깨나   로비 의심 ,Politics
   대검 안 돼        합의 파기  이태원 국조 첫날부터 파행 종합 ,Politics
이재명 위기에 목소리 높이는 비명계      목표   제거 아냐  방탄정당 만드는 것 ,Politics
 영상  민주 과방위원들      민영화  아직 끝난 게 아니다 ,Politics
정진석  엉터리 청담동 제보  주옥같던 민주 지도부 폭로전 여성 사생활에도 폭력 ,Politics
 뉴스킹    국정지지율   김준일     와 싸움만 남아   배종찬  정치적 개기일식 현상 ,Politics
안철수  이재명은  검은 코끼리    민주당 아무 일 못해 ,Politics
   국조 대상에 대검 빼달라  요구에 국조특위 첫 회의 파행,Politics
안철수  이재명  대한민국 근본 흔들고 훼손 스스로 대표직 내려놔야 ,Politics
태영호  김여정 막말 담화로  국민 이간질 넘어가면 안돼 ,Politics
황교익도  청담동 가짜뉴스  더탐사 직격  변명 여지 없어  거짓말  사과해야 ,Politics
